id,region,club_name,club_intro,club_info,category_name,club_main_category_id
309,세종,민트원터클럽,운동·액티비티을(를) 좋아하는 사람들이 모인 민트원터클럽에 오신 것을 환영합니다.,민트원터클럽 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
310,경북,결,성장·자기개발을(를) 좋아하는 사람들이 모인 결에 오신 것을 환영합니다.,결 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
311,세종,한강유랑단,"이 모임, 한강유랑단는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티을(를) 좋아하는 사람들과 함께하는 한강유랑단 모임입니다.,운동·액티비티,3
312,대구,nao,nao는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,nao 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
313,인천,Back2School,Back2School는 외국어 관련 다양한 활동을 함께하는 모임입니다.,외국어을(를) 좋아하는 사람들과 함께하는 Back2School 모임입니다.,외국어,10
314,울산,따독,따독는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,따독 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
315,경북,전시회가 체질,전시회가 체질는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,전시회가 체질 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
316,제주,드로잉가든,"이 모임, 드로잉가든는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",드로잉가든 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
317,대전,독서모임 ,독서모임 는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,독서모임  모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
318,경북,아카이버 살롱,아카이버 살롱는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 아카이버 살롱 모임입니다.,문화·예술,2
319,경기,랠리TC,랠리TC는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 랠리TC 모임입니다.,운동·액티비티,3
320,강원,씨밀레: 영원한 친구,"이 모임, 씨밀레: 영원한 친구는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",여행·동행 관련 정보를 교환하고 함께 성장하는 씨밀레: 영원한 친구 모임입니다.,여행·동행,5
321,울산,다솜주미,다솜주미는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,다솜주미 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
322,강원,인간의 사유,스터디을(를) 좋아하는 사람들이 모인 인간의 사유에 오신 것을 환영합니다.,인간의 사유 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
323,대구,사부작,사부작는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 사부작 모임입니다.,취미,1
324,대전,VIOLINPIANO,문화·예술을(를) 좋아하는 사람들이 모인 VIOLINPIANO에 오신 것을 환영합니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 VIOLINPIANO 모임입니다.,문화·예술,2
325,경남,청춘민턴,청춘민턴는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 청춘민턴 모임입니다.,운동·액티비티,3
326,제주,걷기 모임,걷기 모임는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,걷기 모임 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
327,전라,리퀴드북,"이 모임, 리퀴드북는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",성장·자기개발 관련 정보를 교환하고 함께 성장하는 리퀴드북 모임입니다.,성장·자기개발,6
328,경남,딥앤리딩,딥앤리딩는 스터디을(를) 함께 즐기고 배우는 모임입니다.,스터디 관련 정보를 교환하고 함께 성장하는 딥앤리딩 모임입니다.,스터디,11
329,제주,1일 1작,1일 1작는 취미 관련 다양한 활동을 함께하는 모임입니다.,1일 1작 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
330,강원,레디액션,레디액션는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 레디액션 모임입니다.,운동·액티비티,3
331,광주,디모,디모는 취미 관련 다양한 활동을 함께하는 모임입니다.,디모 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
332,강원,러너술하이,러너술하이는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,러너술하이 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
333,제주,워라밸댄스,워라밸댄스는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,워라밸댄스 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
334,대전,도전천권!,"이 모임, 도전천권!는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",도전천권! 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,스터디,11
335,서울,양재천 동네친구,"이 모임, 양재천 동네친구는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",동네·또래 관련 정보를 교환하고 함께 성장하는 양재천 동네친구 모임입니다.,동네·또래,7
336,세종,RURC,"이 모임, RURC는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",RURC 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
337,인천,서울 역사 산책,취미을(를) 좋아하는 사람들이 모인 서울 역사 산책에 오신 것을 환영합니다.,서울 역사 산책 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
338,강원,분당독서모임,분당독서모임는 스터디에 관심이 많은 분들을 위한 모임입니다.,스터디을(를) 좋아하는 사람들과 함께하는 분당독서모임 모임입니다.,스터디,11
339,울산,라르크앙씨엘,라르크앙씨엘는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 라르크앙씨엘 모임입니다.,취미,1
340,부산,#NAME?,"이 모임, +Stylish는 연애·소개팅에 흥미를 가진 분들이 모이는 곳입니다.",#NAME?,연애·소개팅,8
341,강원,우리는캠핑족,우리는캠핑족는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 우리는캠핑족 모임입니다.,여행·동행,5
342,인천,성남 배민,운동·액티비티을(를) 좋아하는 사람들이 모인 성남 배민에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 성남 배민 모임입니다.,운동·액티비티,3
343,전라,백미반상,백미반상는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,푸드·드링크을(를) 좋아하는 사람들과 함께하는 백미반상 모임입니다.,푸드·드링크,4
344,대구,Jun baking lab,Jun baking lab는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,푸드·드링크을(를) 좋아하는 사람들과 함께하는 Jun baking lab 모임입니다.,푸드·드링크,4
345,전라,MY Bucket LIst,"이 모임, MY Bucket LIst는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미 관련 정보를 교환하고 함께 성장하는 MY Bucket LIst 모임입니다.,취미,1
346,대구,아비앙또 플레르,"이 모임, 아비앙또 플레르는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미을(를) 좋아하는 사람들과 함께하는 아비앙또 플레르 모임입니다.,취미,1
347,제주,보스,보스는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,보스 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
348,세종,스트로비,스트로비는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,스트로비 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
349,광주,생각공유,생각공유는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 생각공유 모임입니다.,성장·자기개발,6
350,전라,노래를그리다,노래를그리다는 취미 관련 다양한 활동을 함께하는 모임입니다.,노래를그리다 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
351,세종,서울숲러닝크루 SFRC,운동·액티비티을(를) 좋아하는 사람들이 모인 서울숲러닝크루 SFRC에 오신 것을 환영합니다.,서울숲러닝크루 SFRC 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
352,경남,쌀롱드문래,쌀롱드문래는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,쌀롱드문래 모임은 연애·소개팅에 대한 열정을 가진 사람들이 모이는 곳입니다.,연애·소개팅,8
353,강원,나에게 맞는 맞춤형 그림,"이 모임, 나에게 맞는 맞춤형 그림는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미을(를) 좋아하는 사람들과 함께하는 나에게 맞는 맞춤형 그림 모임입니다.,취미,1
354,전라,뉴씬 New Scene,취미을(를) 좋아하는 사람들이 모인 뉴씬 New Scene에 오신 것을 환영합니다.,취미을(를) 좋아하는 사람들과 함께하는 뉴씬 New Scene 모임입니다.,취미,1
355,부산,좋댓구,"이 모임, 좋댓구는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",스터디 관련 정보를 교환하고 함께 성장하는 좋댓구 모임입니다.,스터디,11
356,충청,힐링 도자기,힐링 도자기는 취미에 관심이 많은 분들을 위한 모임입니다.,힐링 도자기 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
357,인천,달리고 먹고,달리고 먹고는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,달리고 먹고 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
358,부산,꽃 피:움,꽃 피:움는 취미에 관심이 많은 분들을 위한 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 꽃 피:움 모임입니다.,취미,1
359,대구,Growth Hacker Club,Growth Hacker Club는 스터디 관련 다양한 활동을 함께하는 모임입니다.,Growth Hacker Club 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
360,부산,공감각 共感覺,취미을(를) 좋아하는 사람들이 모인 공감각 共感覺에 오신 것을 환영합니다.,공감각 共感覺 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
361,강원,RUNTIFUL 런티풀,RUNTIFUL 런티풀는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,RUNTIFUL 런티풀 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
362,광주,목요일의 잡화점,목요일의 잡화점는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,목요일의 잡화점 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,성장·자기개발,6
363,세종,팀 세이프티,팀 세이프티는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,팀 세이프티 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
364,부산,블렌드뮤직,블렌드뮤직는 취미 관련 다양한 활동을 함께하는 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 블렌드뮤직 모임입니다.,취미,1
365,세종,lovers,lovers는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,연애·소개팅 관련 정보를 교환하고 함께 성장하는 lovers 모임입니다.,연애·소개팅,8
366,경북,하이턴,하이턴는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 하이턴 모임입니다.,운동·액티비티,3
367,대전,아트블라썸,문화·예술을(를) 좋아하는 사람들이 모인 아트블라썸에 오신 것을 환영합니다.,아트블라썸 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
368,전라,FC UDT,FC UDT는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 FC UDT 모임입니다.,운동·액티비티,3
369,대구,요리조리킹,푸드·드링크을(를) 좋아하는 사람들이 모인 요리조리킹에 오신 것을 환영합니다.,요리조리킹 모임은 푸드·드링크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,푸드·드링크,4
370,세종,TCU,"이 모임, TCU는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미 관련 정보를 교환하고 함께 성장하는 TCU 모임입니다.,취미,1
371,대전,꿈꾸는 하루,꿈꾸는 하루는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,꿈꾸는 하루 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
372,광주,코지멍,"이 모임, 코지멍는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",여행·동행을(를) 좋아하는 사람들과 함께하는 코지멍 모임입니다.,여행·동행,5
373,인천,강동워킹,"이 모임, 강동워킹는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",강동워킹 모임은 동네·또래에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,동네·또래,7
374,경기,BINDING,BINDING는 외국어에 관심이 많은 분들을 위한 모임입니다.,외국어 관련 정보를 교환하고 함께 성장하는 BINDING 모임입니다.,외국어,10
375,대전,Tanz,Tanz는 취미에 관심이 많은 분들을 위한 모임입니다.,Tanz 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
376,경북,아트블룸,아트블룸는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,아트블룸 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
377,부산,감깨시,감깨시는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,감깨시 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
378,세종,코코,취미을(를) 좋아하는 사람들이 모인 코코에 오신 것을 환영합니다.,코코 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
379,경기,윤슬,윤슬는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,윤슬 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
380,경북,배민의민족,배민의민족는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,배민의민족 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
381,광주,Sofa,Sofa는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,Sofa 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
382,전라,史뿐史뿐,史뿐史뿐는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,史뿐史뿐 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
383,전라,테럽,테럽는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 테럽 모임입니다.,운동·액티비티,3
384,경남,요.섹.남.여,요.섹.남.여는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,요.섹.남.여 모임은 푸드·드링크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,푸드·드링크,4
385,대구,RIANT,RIANT는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,RIANT 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
386,경남,단비,"이 모임, 단비는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",여행·동행 관련 정보를 교환하고 함께 성장하는 단비 모임입니다.,여행·동행,5
387,경북,퇴근 후 성장 한스푼,퇴근 후 성장 한스푼는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 퇴근 후 성장 한스푼 모임입니다.,성장·자기개발,6
388,부산,야뛰자,"이 모임, 야뛰자는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 야뛰자 모임입니다.,운동·액티비티,3
389,제주,비플러스,비플러스는 취미 관련 다양한 활동을 함께하는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 비플러스 모임입니다.,취미,1
390,대구,보컬디자인클럽,보컬디자인클럽는 취미에 관심이 많은 분들을 위한 모임입니다.,보컬디자인클럽 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
391,제주,무한루프 코딩,"이 모임, 무한루프 코딩는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",무한루프 코딩 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
392,경북,루이민턴,"이 모임, 루이민턴는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",루이민턴 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
393,대구,제목없음 '무제',제목없음 '무제'는 취미 관련 다양한 활동을 함께하는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 제목없음 '무제' 모임입니다.,취미,1
394,대전,시노,문화·예술을(를) 좋아하는 사람들이 모인 시노에 오신 것을 환영합니다.,시노 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
395,전라,별밤 캠핑,별밤 캠핑는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 별밤 캠핑 모임입니다.,여행·동행,5
396,대전,치얼스,"이 모임, 치얼스는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",스터디을(를) 좋아하는 사람들과 함께하는 치얼스 모임입니다.,스터디,11
397,경기,그림쟁이,문화·예술을(를) 좋아하는 사람들이 모인 그림쟁이에 오신 것을 환영합니다.,그림쟁이 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
398,전라,굿모닝 독서,굿모닝 독서는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 굿모닝 독서 모임입니다.,성장·자기개발,6
399,대구,런앤플레이,운동·액티비티을(를) 좋아하는 사람들이 모인 런앤플레이에 오신 것을 환영합니다.,런앤플레이 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
400,경북,사운드포스트,사운드포스트는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,사운드포스트 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
401,대구,우리가 사랑한 미술관,"이 모임, 우리가 사랑한 미술관는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술 관련 정보를 교환하고 함께 성장하는 우리가 사랑한 미술관 모임입니다.,문화·예술,2
402,경남,로피단,로피단는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,로피단 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
403,대전,펫밀리,펫밀리는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 펫밀리 모임입니다.,여행·동행,5
404,경남,마중물,마중물는 스터디 관련 다양한 활동을 함께하는 모임입니다.,스터디 관련 정보를 교환하고 함께 성장하는 마중물 모임입니다.,스터디,11
405,대전,MORT .몰트,MORT .몰트는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 MORT .몰트 모임입니다.,운동·액티비티,3
406,충청,English Garden,외국어을(를) 좋아하는 사람들이 모인 English Garden에 오신 것을 환영합니다.,English Garden 모임은 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
407,충청,Seoul basketball,Seoul basketball는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,Seoul basketball 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
408,광주,엑셀로,엑셀로는 취미 관련 다양한 활동을 함께하는 모임입니다.,엑셀로 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
409,인천,프리업스튜디오,프리업스튜디오는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 프리업스튜디오 모임입니다.,문화·예술,2
410,울산,콕깍지,콕깍지는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,연애·소개팅을(를) 좋아하는 사람들과 함께하는 콕깍지 모임입니다.,연애·소개팅,8
411,인천,젠하트,젠하트는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 젠하트 모임입니다.,문화·예술,2
412,울산,더무브댄스,더무브댄스는 취미에 관심이 많은 분들을 위한 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 더무브댄스 모임입니다.,취미,1
413,충청,청춘: 포토시그널,청춘: 포토시그널는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 청춘: 포토시그널 모임입니다.,여행·동행,5
414,부산,2030 얻어가는 독서모임,성장·자기개발을(를) 좋아하는 사람들이 모인 2030 얻어가는 독서모임에 오신 것을 환영합니다.,2030 얻어가는 독서모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
415,광주,벨벳 가방 만들기,벨벳 가방 만들기는 취미에 관심이 많은 분들을 위한 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 벨벳 가방 만들기 모임입니다.,취미,1
416,충청,위캔턴,위캔턴는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 위캔턴 모임입니다.,운동·액티비티,3
417,세종,NDRC,NDRC는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,NDRC 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
418,대전,취미도예,"이 모임, 취미도예는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미도예 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
419,세종,별마당 사람들,성장·자기개발을(를) 좋아하는 사람들이 모인 별마당 사람들에 오신 것을 환영합니다.,별마당 사람들 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,성장·자기개발,6
420,부산,우아공,우아공는 동네·또래에 관심이 많은 분들을 위한 모임입니다.,우아공 모임에서는 동네·또래에 관한 다양한 주제로 활동을 합니다.,동네·또래,7
421,제주,즐거운 농구단 E.B.T,운동·액티비티을(를) 좋아하는 사람들이 모인 즐거운 농구단 E.B.T에 오신 것을 환영합니다.,즐거운 농구단 E.B.T 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
422,인천,공덕 1:1 피아노레슨,"이 모임, 공덕 1:1 피아노레슨는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미 관련 정보를 교환하고 함께 성장하는 공덕 1:1 피아노레슨 모임입니다.,취미,1
423,경기,TED VIEWERS,TED VIEWERS는 외국어 관련 다양한 활동을 함께하는 모임입니다.,TED VIEWERS 모임은 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
424,충청,아이 좋아,아이 좋아는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,아이 좋아 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
425,부산,강남 걷기,강남 걷기는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,강남 걷기 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
426,세종,일산 독서모임,일산 독서모임는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 일산 독서모임 모임입니다.,성장·자기개발,6
427,강원,수석윈드오케스트라,"이 모임, 수석윈드오케스트라는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술을(를) 좋아하는 사람들과 함께하는 수석윈드오케스트라 모임입니다.,문화·예술,2
428,울산,Team 라인,Team 라인는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 Team 라인 모임입니다.,운동·액티비티,3
429,경북,익산 러닝 크루,익산 러닝 크루는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 익산 러닝 크루 모임입니다.,운동·액티비티,3
430,세종,슬로우 라이더,운동·액티비티을(를) 좋아하는 사람들이 모인 슬로우 라이더에 오신 것을 환영합니다.,슬로우 라이더 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
431,인천,HAPPY FEET,HAPPY FEET는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 HAPPY FEET 모임입니다.,운동·액티비티,3
432,경남,양배추,운동·액티비티을(를) 좋아하는 사람들이 모인 양배추에 오신 것을 환영합니다.,양배추 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
433,울산,아그럴수도있겠다,"이 모임, 아그럴수도있겠다는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",아그럴수도있겠다 모임은 스터디에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,스터디,11
434,경기,세종 문화컨텐츠,"이 모임, 세종 문화컨텐츠는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술 관련 정보를 교환하고 함께 성장하는 세종 문화컨텐츠 모임입니다.,문화·예술,2
435,강원,BRUNCH,"이 모임, BRUNCH는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",성장·자기개발 관련 정보를 교환하고 함께 성장하는 BRUNCH 모임입니다.,성장·자기개발,6
436,서울,그린나래,그린나래는 취미에 관심이 많은 분들을 위한 모임입니다.,그린나래 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
437,충청,봄결,봄결는 스터디을(를) 함께 즐기고 배우는 모임입니다.,봄결 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
438,서울,손글씨로 예뻐지자,손글씨로 예뻐지자는 취미 관련 다양한 활동을 함께하는 모임입니다.,손글씨로 예뻐지자 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
439,전라,Free Dream,"이 모임, Free Dream는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술을(를) 좋아하는 사람들과 함께하는 Free Dream 모임입니다.,문화·예술,2
440,대구,Addiction Crew,"이 모임, Addiction Crew는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",Addiction Crew 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
441,경북,세영스,세영스는 외국어을(를) 함께 즐기고 배우는 모임입니다.,세영스 모임은 외국어에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,외국어,10
442,부산,슈마니스트,슈마니스트는 문화·예술 관련 다양한 활동을 함께하는 모임입니다.,슈마니스트 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
443,인천,청춘 RUN,청춘 RUN는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,청춘 RUN 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
444,경기,아양캘,"이 모임, 아양캘는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미 관련 정보를 교환하고 함께 성장하는 아양캘 모임입니다.,취미,1
