id,region,club_name,club_intro,club_info,category_name,club_main_category_id
196,인천,BBB,외국어을(를) 좋아하는 사람들이 모인 BBB에 오신 것을 환영합니다.,BBB 모임은 외국어에 대한 열정을 가진 사람들이 모이는 곳입니다.,외국어,10
197,제주,작은 브랜드 생존 마케팅 모임,작은 브랜드 생존 마케팅 모임는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 작은 브랜드 생존 마케팅 모임 모임입니다.,성장·자기개발,6
198,대구,지빵그,지빵그는 푸드·드링크에 관심이 많은 분들을 위한 모임입니다.,푸드·드링크을(를) 좋아하는 사람들과 함께하는 지빵그 모임입니다.,푸드·드링크,4
199,서울,ATTA MINTON,운동·액티비티을(를) 좋아하는 사람들이 모인 ATTA MINTON에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 ATTA MINTON 모임입니다.,운동·액티비티,3
200,제주,EDAM,연애·소개팅을(를) 좋아하는 사람들이 모인 EDAM에 오신 것을 환영합니다.,EDAM 모임은 연애·소개팅에 대한 열정을 가진 사람들이 모이는 곳입니다.,연애·소개팅,8
201,대구,커피 스쿼드,커피 스쿼드는 푸드·드링크을(를) 함께 즐기고 배우는 모임입니다.,푸드·드링크 관련 정보를 교환하고 함께 성장하는 커피 스쿼드 모임입니다.,푸드·드링크,4
202,경북,함께 나무 반지 만들어요,"이 모임, 함께 나무 반지 만들어요는 취미에 흥미를 가진 분들이 모이는 곳입니다.",함께 나무 반지 만들어요 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
203,울산,Maeasy,Maeasy는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 Maeasy 모임입니다.,운동·액티비티,3
204,광주,SLOC,SLOC는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,SLOC 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
205,전라,B.ches,"이 모임, B.ches는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",B.ches 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
206,서울,책냥이,책냥이는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,성장·자기개발 관련 정보를 교환하고 함께 성장하는 책냥이 모임입니다.,성장·자기개발,6
207,세종,소.연,소.연는 연애·소개팅 관련 다양한 활동을 함께하는 모임입니다.,소.연 모임에서는 연애·소개팅에 관한 다양한 주제로 활동을 합니다.,연애·소개팅,8
208,대전,렛씽투,렛씽투는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,렛씽투 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
209,강원,FC 하입걸스,FC 하입걸스는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,FC 하입걸스 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
210,인천,매듭공예,"이 모임, 매듭공예는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미을(를) 좋아하는 사람들과 함께하는 매듭공예 모임입니다.,취미,1
211,전라,우리민턴,"이 모임, 우리민턴는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 우리민턴 모임입니다.,운동·액티비티,3
212,경남,4DEconomists,4DEconomists는 재테크 관련 다양한 활동을 함께하는 모임입니다.,4DEconomists 모임은 재테크에 대한 열정을 가진 사람들이 모이는 곳입니다.,재테크,9
213,광주,COMEET,"이 모임, COMEET는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",COMEET 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
214,대구,런투유 Run2U,런투유 Run2U는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 런투유 Run2U 모임입니다.,운동·액티비티,3
215,광주,본격! 전시회 보러 가는 모임,문화·예술을(를) 좋아하는 사람들이 모인 본격! 전시회 보러 가는 모임에 오신 것을 환영합니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 본격! 전시회 보러 가는 모임 모임입니다.,문화·예술,2
216,서울,Forest Camping,Forest Camping는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,Forest Camping 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
217,대전,활기차게,연애·소개팅을(를) 좋아하는 사람들이 모인 활기차게에 오신 것을 환영합니다.,활기차게 모임에서는 연애·소개팅에 관한 다양한 주제로 활동을 합니다.,연애·소개팅,8
218,광주,각양각책,각양각책는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,성장·자기개발 관련 정보를 교환하고 함께 성장하는 각양각책 모임입니다.,성장·자기개발,6
219,제주,Seoul Gourmet Club SGC,Seoul Gourmet Club SGC는 푸드·드링크에 관심이 많은 분들을 위한 모임입니다.,푸드·드링크 관련 정보를 교환하고 함께 성장하는 Seoul Gourmet Club SGC 모임입니다.,푸드·드링크,4
220,부산,감성을 노느다,감성을 노느다는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 감성을 노느다 모임입니다.,여행·동행,5
221,제주,CERADU,CERADU는 취미 관련 다양한 활동을 함께하는 모임입니다.,CERADU 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
222,충청,HBR: Peer review,HBR: Peer review는 재테크 관련 다양한 활동을 함께하는 모임입니다.,HBR: Peer review 모임에서는 재테크에 관한 다양한 주제로 활동을 합니다.,재테크,9
223,울산,WDS,WDS는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,동네·또래을(를) 좋아하는 사람들과 함께하는 WDS 모임입니다.,동네·또래,7
224,경기,내향원,내향원는 푸드·드링크에 관심이 많은 분들을 위한 모임입니다.,내향원 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,푸드·드링크,4
225,경북,함께가는 전시회 투어,함께가는 전시회 투어는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 함께가는 전시회 투어 모임입니다.,여행·동행,5
226,경북,탐독빡독,성장·자기개발을(를) 좋아하는 사람들이 모인 탐독빡독에 오신 것을 환영합니다.,성장·자기개발 관련 정보를 교환하고 함께 성장하는 탐독빡독 모임입니다.,성장·자기개발,6
227,전라,배때Z,배때Z는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 배때Z 모임입니다.,운동·액티비티,3
228,경북,튜랩,취미을(를) 좋아하는 사람들이 모인 튜랩에 오신 것을 환영합니다.,취미을(를) 좋아하는 사람들과 함께하는 튜랩 모임입니다.,취미,1
229,경기,VFL,"이 모임, VFL는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",VFL 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
230,경남,우리 빛 단청,우리 빛 단청는 취미 관련 다양한 활동을 함께하는 모임입니다.,우리 빛 단청 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
231,부산,방문 밖은 어려워,방문 밖은 어려워는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행·동행 관련 정보를 교환하고 함께 성장하는 방문 밖은 어려워 모임입니다.,여행·동행,5
232,대구,환상문학 독서모임,성장·자기개발을(를) 좋아하는 사람들이 모인 환상문학 독서모임에 오신 것을 환영합니다.,성장·자기개발을(를) 좋아하는 사람들과 함께하는 환상문학 독서모임 모임입니다.,성장·자기개발,6
233,경기,마실임장,재테크을(를) 좋아하는 사람들이 모인 마실임장에 오신 것을 환영합니다.,재테크을(를) 좋아하는 사람들과 함께하는 마실임장 모임입니다.,재테크,9
234,경기,시네마 커넥션,"이 모임, 시네마 커넥션는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술 관련 정보를 교환하고 함께 성장하는 시네마 커넥션 모임입니다.,문화·예술,2
235,서울,일몰,성장·자기개발을(를) 좋아하는 사람들이 모인 일몰에 오신 것을 환영합니다.,일몰 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
236,강원,FC_MIMI(美美),운동·액티비티을(를) 좋아하는 사람들이 모인 FC_MIMI(美美)에 오신 것을 환영합니다.,FC_MIMI(美美) 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
237,강원,삼공번지,취미을(를) 좋아하는 사람들이 모인 삼공번지에 오신 것을 환영합니다.,취미을(를) 좋아하는 사람들과 함께하는 삼공번지 모임입니다.,취미,1
238,세종,챌린져스: Challenge-Us,취미을(를) 좋아하는 사람들이 모인 챌린져스: Challenge-Us에 오신 것을 환영합니다.,챌린져스: Challenge-Us 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
239,부산,EDMER,EDMER는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,EDMER 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
240,제주,체스메이트,체스메이트는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 체스메이트 모임입니다.,취미,1
241,경기,코끼리 Running Crew,코끼리 Running Crew는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,코끼리 Running Crew 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
242,부산,베베민턴,운동·액티비티을(를) 좋아하는 사람들이 모인 베베민턴에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 베베민턴 모임입니다.,운동·액티비티,3
243,인천,수제자들,푸드·드링크을(를) 좋아하는 사람들이 모인 수제자들에 오신 것을 환영합니다.,수제자들 모임에서는 푸드·드링크에 관한 다양한 주제로 활동을 합니다.,푸드·드링크,4
244,경북,도서 읽기와 자기 치유의 시간,도서 읽기와 자기 치유의 시간는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,도서 읽기와 자기 치유의 시간 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
245,인천,후지피플,"이 모임, 후지피플는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",후지피플 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
246,강원,비글구조네트워크,여행·동행을(를) 좋아하는 사람들이 모인 비글구조네트워크에 오신 것을 환영합니다.,비글구조네트워크 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
247,경북,물감 아트 클래스,물감 아트 클래스는 취미 관련 다양한 활동을 함께하는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 물감 아트 클래스 모임입니다.,취미,1
248,서울,춤토리얼,문화·예술을(를) 좋아하는 사람들이 모인 춤토리얼에 오신 것을 환영합니다.,춤토리얼 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
249,경남,물풀,"이 모임, 물풀는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",여행·동행 관련 정보를 교환하고 함께 성장하는 물풀 모임입니다.,여행·동행,5
250,대구,성장 발전하는 독서모임,성장 발전하는 독서모임는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,성장 발전하는 독서모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
251,부산,라임 탱고,"이 모임, 라임 탱고는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",문화·예술을(를) 좋아하는 사람들과 함께하는 라임 탱고 모임입니다.,문화·예술,2
252,경남,영어 둥지 English Nest,영어 둥지 English Nest는 외국어을(를) 함께 즐기고 배우는 모임입니다.,영어 둥지 English Nest 모임에서는 외국어에 관한 다양한 주제로 활동을 합니다.,외국어,10
253,경기,윈드 오케스트라,윈드 오케스트라는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 윈드 오케스트라 모임입니다.,문화·예술,2
254,경북,올웨이즈 테니스,올웨이즈 테니스는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,올웨이즈 테니스 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
255,세종,예술에 스며들다,예술에 스며들다는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 예술에 스며들다 모임입니다.,문화·예술,2
256,부산,여성 아침 독서 모임,여성 아침 독서 모임는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,여성 아침 독서 모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
257,경기,야턴,야턴는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,야턴 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,운동·액티비티,3
258,세종,북터디,성장·자기개발을(를) 좋아하는 사람들이 모인 북터디에 오신 것을 환영합니다.,북터디 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,성장·자기개발,6
259,전라,OMC,운동·액티비티을(를) 좋아하는 사람들이 모인 OMC에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 OMC 모임입니다.,운동·액티비티,3
260,경남,The Philosophy,스터디을(를) 좋아하는 사람들이 모인 The Philosophy에 오신 것을 환영합니다.,The Philosophy 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,스터디,11
261,충청,LISMEDIA,LISMEDIA는 취미을(를) 함께 즐기고 배우는 모임입니다.,LISMEDIA 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
262,전라,달달러닝크루,달달러닝크루는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 달달러닝크루 모임입니다.,운동·액티비티,3
263,전라,시그널쿡,시그널쿡는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,시그널쿡 모임은 연애·소개팅에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,연애·소개팅,8
264,경북,URC Urban Run Crew,URC Urban Run Crew는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,URC Urban Run Crew 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
265,인천,쉼쉼 Swim-Swim,운동·액티비티을(를) 좋아하는 사람들이 모인 쉼쉼 Swim-Swim에 오신 것을 환영합니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 쉼쉼 Swim-Swim 모임입니다.,운동·액티비티,3
266,서울,Multi Activity,Multi Activity는 외국어 관련 다양한 활동을 함께하는 모임입니다.,Multi Activity 모임은 외국어에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,외국어,10
267,서울,Run 자신있나?,"이 모임, Run 자신있나?는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티 관련 정보를 교환하고 함께 성장하는 Run 자신있나? 모임입니다.,운동·액티비티,3
268,경북,느슨한 연대 깊은 몰입,느슨한 연대 깊은 몰입는 취미에 관심이 많은 분들을 위한 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 느슨한 연대 깊은 몰입 모임입니다.,취미,1
269,경기,ninedit,ninedit는 취미을(를) 함께 즐기고 배우는 모임입니다.,ninedit 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
270,서울,갓 핸드,갓 핸드는 취미을(를) 함께 즐기고 배우는 모임입니다.,갓 핸드 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
271,경북,슬기로운 캠핑생활,슬기로운 캠핑생활는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,슬기로운 캠핑생활 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
272,대전,뚝딱이 댄스,뚝딱이 댄스는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,뚝딱이 댄스 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,문화·예술,2
273,울산,비라이트 Be:Light,"이 모임, 비라이트 Be:Light는 취미에 흥미를 가진 분들이 모이는 곳입니다.",취미 관련 정보를 교환하고 함께 성장하는 비라이트 Be:Light 모임입니다.,취미,1
274,경기,문정런,운동·액티비티을(를) 좋아하는 사람들이 모인 문정런에 오신 것을 환영합니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 문정런 모임입니다.,운동·액티비티,3
275,전라,인.경.세,인.경.세는 재테크을(를) 함께 즐기고 배우는 모임입니다.,재테크 관련 정보를 교환하고 함께 성장하는 인.경.세 모임입니다.,재테크,9
276,대전,라라 가야금 스튜디오,라라 가야금 스튜디오는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 라라 가야금 스튜디오 모임입니다.,문화·예술,2
277,광주,건강한 글루텐프리 베이킹&요리,푸드·드링크을(를) 좋아하는 사람들이 모인 건강한 글루텐프리 베이킹&요리에 오신 것을 환영합니다.,건강한 글루텐프리 베이킹&요리 모임은 푸드·드링크에 대한 열정을 가진 사람들이 모이는 곳입니다.,푸드·드링크,4
278,세종,봉사팩토리,봉사팩토리는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,봉사팩토리 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,여행·동행,5
279,세종,광교 달팽이,광교 달팽이는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,광교 달팽이 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
280,인천,BRIDGE,"이 모임, BRIDGE는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",성장·자기개발을(를) 좋아하는 사람들과 함께하는 BRIDGE 모임입니다.,성장·자기개발,6
281,울산,피사모,피사모는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 피사모 모임입니다.,문화·예술,2
282,서울,잭과벙나무,잭과벙나무는 연애·소개팅을(를) 함께 즐기고 배우는 모임입니다.,연애·소개팅 관련 정보를 교환하고 함께 성장하는 잭과벙나무 모임입니다.,연애·소개팅,8
283,광주,하이콕콕,"이 모임, 하이콕콕는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",하이콕콕 모임은 동네·또래에 대한 열정을 가진 사람들이 모이는 곳입니다.,동네·또래,7
284,대구,GMC,GMC는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,GMC 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
285,경북,책덕방,책덕방는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,책덕방 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
286,경남,BEyond,BEyond는 취미 관련 다양한 활동을 함께하는 모임입니다.,BEyond 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,취미,1
287,충청,꽃일다,꽃일다는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미 관련 정보를 교환하고 함께 성장하는 꽃일다 모임입니다.,취미,1
288,세종,한강 문화 클럽,한강 문화 클럽는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 한강 문화 클럽 모임입니다.,취미,1
289,세종,TRAVEL MAKER,TRAVEL MAKER는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,TRAVEL MAKER 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
290,경남,맹글,"이 모임, 맹글는 취미에 흥미를 가진 분들이 모이는 곳입니다.",맹글 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,취미,1
291,제주,연희 마음의 양식,연희 마음의 양식는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,연희 마음의 양식 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
292,경기,SSM,운동·액티비티을(를) 좋아하는 사람들이 모인 SSM에 오신 것을 환영합니다.,SSM 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
293,울산,노텐션,운동·액티비티을(를) 좋아하는 사람들이 모인 노텐션에 오신 것을 환영합니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 노텐션 모임입니다.,운동·액티비티,3
294,제주,모두의문화생활,문화·예술을(를) 좋아하는 사람들이 모인 모두의문화생활에 오신 것을 환영합니다.,모두의문화생활 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
295,전라,내향적이지만 놀고 싶어,동네·또래을(를) 좋아하는 사람들이 모인 내향적이지만 놀고 싶어에 오신 것을 환영합니다.,동네·또래을(를) 좋아하는 사람들과 함께하는 내향적이지만 놀고 싶어 모임입니다.,동네·또래,7
296,제주,책 읽는 동네사람들,책 읽는 동네사람들는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,책 읽는 동네사람들 모임은 동네·또래에 대한 열정을 가진 사람들이 모이는 곳입니다.,동네·또래,7
297,광주,민초단,민초단는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 민초단 모임입니다.,운동·액티비티,3
298,세종,서울숲 문화 살롱,서울숲 문화 살롱는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,서울숲 문화 살롱 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
299,광주,잠실과 뚝섬사이,잠실과 뚝섬사이는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 잠실과 뚝섬사이 모임입니다.,운동·액티비티,3
300,서울,버플,"이 모임, 버플는 취미에 흥미를 가진 분들이 모이는 곳입니다.",버플 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,취미,1
301,인천,영어로 잡담하기,"이 모임, 영어로 잡담하기는 외국어에 흥미를 가진 분들이 모이는 곳입니다.",외국어 관련 정보를 교환하고 함께 성장하는 영어로 잡담하기 모임입니다.,외국어,10
302,세종,생강차 독서모임,생강차 독서모임는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,생강차 독서모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
303,대전,프룻 FC,운동·액티비티을(를) 좋아하는 사람들이 모인 프룻 FC에 오신 것을 환영합니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 프룻 FC 모임입니다.,운동·액티비티,3
304,경북,로만티코,로만티코는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,로만티코 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,문화·예술,2
305,세종,독서와 산책,"이 모임, 독서와 산책는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",성장·자기개발을(를) 좋아하는 사람들과 함께하는 독서와 산책 모임입니다.,성장·자기개발,6
306,경기,라테니스 LATENNIS,"이 모임, 라테니스 LATENNIS는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",라테니스 LATENNIS 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,운동·액티비티,3
307,경기,자독,"이 모임, 자독는 재테크에 흥미를 가진 분들이 모이는 곳입니다.",자독 모임은 재테크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,재테크,9
308,경북,여행어때?,여행어때?는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,여행어때? 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
309,세종,민트원터클럽,운동·액티비티을(를) 좋아하는 사람들이 모인 민트원터클럽에 오신 것을 환영합니다.,민트원터클럽 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
310,경북,결,성장·자기개발을(를) 좋아하는 사람들이 모인 결에 오신 것을 환영합니다.,결 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,성장·자기개발,6
311,세종,한강유랑단,"이 모임, 한강유랑단는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",운동·액티비티을(를) 좋아하는 사람들과 함께하는 한강유랑단 모임입니다.,운동·액티비티,3
312,대구,nao,nao는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,nao 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,여행·동행,5
313,인천,Back2School,Back2School는 외국어 관련 다양한 활동을 함께하는 모임입니다.,외국어을(를) 좋아하는 사람들과 함께하는 Back2School 모임입니다.,외국어,10
314,울산,따독,따독는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,따독 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
315,경북,전시회가 체질,전시회가 체질는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,전시회가 체질 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
316,제주,드로잉가든,"이 모임, 드로잉가든는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",드로잉가든 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,문화·예술,2
317,대전,독서모임 ,독서모임 는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,독서모임  모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,성장·자기개발,6
318,경북,아카이버 살롱,아카이버 살롱는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,문화·예술을(를) 좋아하는 사람들과 함께하는 아카이버 살롱 모임입니다.,문화·예술,2
319,경기,랠리TC,랠리TC는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,운동·액티비티을(를) 좋아하는 사람들과 함께하는 랠리TC 모임입니다.,운동·액티비티,3
320,강원,씨밀레: 영원한 친구,"이 모임, 씨밀레: 영원한 친구는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",여행·동행 관련 정보를 교환하고 함께 성장하는 씨밀레: 영원한 친구 모임입니다.,여행·동행,5
321,울산,다솜주미,다솜주미는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,다솜주미 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,여행·동행,5
322,강원,인간의 사유,스터디을(를) 좋아하는 사람들이 모인 인간의 사유에 오신 것을 환영합니다.,인간의 사유 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,스터디,11
323,대구,사부작,사부작는 취미을(를) 함께 즐기고 배우는 모임입니다.,취미을(를) 좋아하는 사람들과 함께하는 사부작 모임입니다.,취미,1
324,대전,VIOLINPIANO,문화·예술을(를) 좋아하는 사람들이 모인 VIOLINPIANO에 오신 것을 환영합니다.,문화·예술 관련 정보를 교환하고 함께 성장하는 VIOLINPIANO 모임입니다.,문화·예술,2
325,경남,청춘민턴,청춘민턴는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,운동·액티비티 관련 정보를 교환하고 함께 성장하는 청춘민턴 모임입니다.,운동·액티비티,3
326,제주,걷기 모임,걷기 모임는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,걷기 모임 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,운동·액티비티,3
327,전라,리퀴드북,"이 모임, 리퀴드북는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",성장·자기개발 관련 정보를 교환하고 함께 성장하는 리퀴드북 모임입니다.,성장·자기개발,6
