id,created_date,updated_date,club_name,club_intro,club_profile_path,club_banner_path,status,member_id,club_info,club_main_category_id,club_region_id
250,18:44.0,44:43.0,성장 발전하는 독서모임,성장 발전하는 독서모임는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,6137,성장 발전하는 독서모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,7
251,00:42.0,55:04.0,라임 탱고,"이 모임, 라임 탱고는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,5465,문화·예술을(를) 좋아하는 사람들과 함께하는 라임 탱고 모임입니다.,2,4
252,01:15.0,37:50.0,영어 둥지 English Nest,영어 둥지 English Nest는 외국어을(를) 함께 즐기고 배우는 모임입니다.,,,1,7035,영어 둥지 English Nest 모임에서는 외국어에 관한 다양한 주제로 활동을 합니다.,10,6
253,39:11.0,45:22.0,윈드 오케스트라,윈드 오케스트라는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,5664,문화·예술 관련 정보를 교환하고 함께 성장하는 윈드 오케스트라 모임입니다.,2,2
254,20:04.0,05:32.0,올웨이즈 테니스,올웨이즈 테니스는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,7649,올웨이즈 테니스 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,8
255,36:29.0,26:36.0,예술에 스며들다,예술에 스며들다는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,1921,문화·예술을(를) 좋아하는 사람들과 함께하는 예술에 스며들다 모임입니다.,2,11
256,51:51.0,00:39.0,여성 아침 독서 모임,여성 아침 독서 모임는 성장·자기개발에 관심이 많은 분들을 위한 모임입니다.,,,1,8403,여성 아침 독서 모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,4
257,50:03.0,55:27.0,야턴,야턴는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,5179,야턴 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,2
258,04:51.0,06:48.0,북터디,성장·자기개발을(를) 좋아하는 사람들이 모인 북터디에 오신 것을 환영합니다.,,,1,3912,북터디 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,11
259,58:56.0,10:20.0,OMC,운동·액티비티을(를) 좋아하는 사람들이 모인 OMC에 오신 것을 환영합니다.,,,1,7788,운동·액티비티 관련 정보를 교환하고 함께 성장하는 OMC 모임입니다.,3,12
260,00:50.0,08:26.0,The Philosophy,스터디을(를) 좋아하는 사람들이 모인 The Philosophy에 오신 것을 환영합니다.,,,1,4971,The Philosophy 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,11,6
261,25:18.0,19:01.0,LISMEDIA,LISMEDIA는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,1961,LISMEDIA 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,9
262,32:21.0,28:51.0,달달러닝크루,달달러닝크루는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,6522,운동·액티비티 관련 정보를 교환하고 함께 성장하는 달달러닝크루 모임입니다.,3,12
263,54:24.0,15:48.0,시그널쿡,시그널쿡는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,,,1,4336,시그널쿡 모임은 연애·소개팅에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,8,12
264,38:08.0,35:19.0,URC Urban Run Crew,URC Urban Run Crew는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,5480,URC Urban Run Crew 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,8
265,18:32.0,59:07.0,쉼쉼 Swim-Swim,운동·액티비티을(를) 좋아하는 사람들이 모인 쉼쉼 Swim-Swim에 오신 것을 환영합니다.,,,1,9245,운동·액티비티 관련 정보를 교환하고 함께 성장하는 쉼쉼 Swim-Swim 모임입니다.,3,3
266,32:50.0,06:19.0,Multi Activity,Multi Activity는 외국어 관련 다양한 활동을 함께하는 모임입니다.,,,1,3052,Multi Activity 모임은 외국어에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,10,1
267,50:28.0,43:22.0,Run 자신있나?,"이 모임, Run 자신있나?는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,5323,운동·액티비티 관련 정보를 교환하고 함께 성장하는 Run 자신있나? 모임입니다.,3,1
268,12:11.0,22:56.0,느슨한 연대 깊은 몰입,느슨한 연대 깊은 몰입는 취미에 관심이 많은 분들을 위한 모임입니다.,,,1,1176,취미 관련 정보를 교환하고 함께 성장하는 느슨한 연대 깊은 몰입 모임입니다.,1,8
269,00:24.0,23:58.0,ninedit,ninedit는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,7433,ninedit 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,2
270,53:41.0,50:06.0,갓 핸드,갓 핸드는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,3862,갓 핸드 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,1
271,57:17.0,05:36.0,슬기로운 캠핑생활,슬기로운 캠핑생활는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,,,1,4448,슬기로운 캠핑생활 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,8
272,58:40.0,12:25.0,뚝딱이 댄스,뚝딱이 댄스는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,446,뚝딱이 댄스 모임에서는 문화·예술에 관한 다양한 주제로 활동을 합니다.,2,10
273,03:34.0,19:19.0,비라이트 Be:Light,"이 모임, 비라이트 Be:Light는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2568,취미 관련 정보를 교환하고 함께 성장하는 비라이트 Be:Light 모임입니다.,1,5
274,50:35.0,20:56.0,문정런,운동·액티비티을(를) 좋아하는 사람들이 모인 문정런에 오신 것을 환영합니다.,,,1,238,운동·액티비티을(를) 좋아하는 사람들과 함께하는 문정런 모임입니다.,3,2
275,30:45.0,46:50.0,인.경.세,인.경.세는 재테크을(를) 함께 즐기고 배우는 모임입니다.,,,1,818,재테크 관련 정보를 교환하고 함께 성장하는 인.경.세 모임입니다.,9,12
276,57:03.0,47:45.0,라라 가야금 스튜디오,라라 가야금 스튜디오는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,9322,문화·예술을(를) 좋아하는 사람들과 함께하는 라라 가야금 스튜디오 모임입니다.,2,10
277,38:13.0,36:17.0,건강한 글루텐프리 베이킹&요리,푸드·드링크을(를) 좋아하는 사람들이 모인 건강한 글루텐프리 베이킹&요리에 오신 것을 환영합니다.,,,1,553,건강한 글루텐프리 베이킹&요리 모임은 푸드·드링크에 대한 열정을 가진 사람들이 모이는 곳입니다.,4,13
278,56:40.0,27:39.0,봉사팩토리,봉사팩토리는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,5283,봉사팩토리 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,11
279,28:41.0,32:21.0,광교 달팽이,광교 달팽이는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,6701,광교 달팽이 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,11
280,08:41.0,14:26.0,BRIDGE,"이 모임, BRIDGE는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,759,성장·자기개발을(를) 좋아하는 사람들과 함께하는 BRIDGE 모임입니다.,6,3
281,10:51.0,51:39.0,피사모,피사모는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,429,문화·예술을(를) 좋아하는 사람들과 함께하는 피사모 모임입니다.,2,5
282,25:30.0,28:00.0,잭과벙나무,잭과벙나무는 연애·소개팅을(를) 함께 즐기고 배우는 모임입니다.,,,1,3548,연애·소개팅 관련 정보를 교환하고 함께 성장하는 잭과벙나무 모임입니다.,8,1
283,44:49.0,53:44.0,하이콕콕,"이 모임, 하이콕콕는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6825,하이콕콕 모임은 동네·또래에 대한 열정을 가진 사람들이 모이는 곳입니다.,7,13
284,49:47.0,37:49.0,GMC,GMC는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,6810,GMC 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,7
285,49:22.0,55:30.0,책덕방,책덕방는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,2839,책덕방 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,8
286,33:48.0,50:15.0,BEyond,BEyond는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,4086,BEyond 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,6
287,56:58.0,28:02.0,꽃일다,꽃일다는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,4903,취미 관련 정보를 교환하고 함께 성장하는 꽃일다 모임입니다.,1,9
288,27:15.0,43:59.0,한강 문화 클럽,한강 문화 클럽는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,9563,취미을(를) 좋아하는 사람들과 함께하는 한강 문화 클럽 모임입니다.,1,11
289,53:09.0,35:45.0,TRAVEL MAKER,TRAVEL MAKER는 여행·동행 관련 다양한 활동을 함께하는 모임입니다.,,,1,2483,TRAVEL MAKER 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,11
290,18:34.0,32:06.0,맹글,"이 모임, 맹글는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,40,맹글 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,6
291,05:13.0,16:57.0,연희 마음의 양식,연희 마음의 양식는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,1869,연희 마음의 양식 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,15
292,30:04.0,36:23.0,SSM,운동·액티비티을(를) 좋아하는 사람들이 모인 SSM에 오신 것을 환영합니다.,,,1,8445,SSM 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,2
293,10:27.0,57:55.0,노텐션,운동·액티비티을(를) 좋아하는 사람들이 모인 노텐션에 오신 것을 환영합니다.,,,1,3625,운동·액티비티을(를) 좋아하는 사람들과 함께하는 노텐션 모임입니다.,3,5
294,48:02.0,03:12.0,모두의문화생활,문화·예술을(를) 좋아하는 사람들이 모인 모두의문화생활에 오신 것을 환영합니다.,,,1,5158,모두의문화생활 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,15
295,25:01.0,53:55.0,내향적이지만 놀고 싶어,동네·또래을(를) 좋아하는 사람들이 모인 내향적이지만 놀고 싶어에 오신 것을 환영합니다.,,,1,1069,동네·또래을(를) 좋아하는 사람들과 함께하는 내향적이지만 놀고 싶어 모임입니다.,7,12
296,35:59.0,58:33.0,책 읽는 동네사람들,책 읽는 동네사람들는 동네·또래을(를) 함께 즐기고 배우는 모임입니다.,,,1,3322,책 읽는 동네사람들 모임은 동네·또래에 대한 열정을 가진 사람들이 모이는 곳입니다.,7,15
297,47:35.0,32:12.0,민초단,민초단는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,8790,운동·액티비티 관련 정보를 교환하고 함께 성장하는 민초단 모임입니다.,3,13
298,29:32.0,05:51.0,서울숲 문화 살롱,서울숲 문화 살롱는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,8650,서울숲 문화 살롱 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,11
299,49:16.0,05:34.0,잠실과 뚝섬사이,잠실과 뚝섬사이는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,7461,운동·액티비티 관련 정보를 교환하고 함께 성장하는 잠실과 뚝섬사이 모임입니다.,3,13
300,57:17.0,31:40.0,버플,"이 모임, 버플는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,14,버플 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,1
301,45:21.0,02:08.0,영어로 잡담하기,"이 모임, 영어로 잡담하기는 외국어에 흥미를 가진 분들이 모이는 곳입니다.",,,1,5417,외국어 관련 정보를 교환하고 함께 성장하는 영어로 잡담하기 모임입니다.,10,3
302,13:41.0,05:05.0,생강차 독서모임,생강차 독서모임는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,4736,생강차 독서모임 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,11
303,33:03.0,45:22.0,프룻 FC,운동·액티비티을(를) 좋아하는 사람들이 모인 프룻 FC에 오신 것을 환영합니다.,,,1,9038,운동·액티비티을(를) 좋아하는 사람들과 함께하는 프룻 FC 모임입니다.,3,10
304,47:15.0,19:22.0,로만티코,로만티코는 문화·예술을(를) 함께 즐기고 배우는 모임입니다.,,,1,8726,로만티코 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,8
305,52:06.0,11:55.0,독서와 산책,"이 모임, 독서와 산책는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4140,성장·자기개발을(를) 좋아하는 사람들과 함께하는 독서와 산책 모임입니다.,6,11
306,04:02.0,54:31.0,라테니스 LATENNIS,"이 모임, 라테니스 LATENNIS는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4139,라테니스 LATENNIS 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,2
307,14:07.0,56:54.0,자독,"이 모임, 자독는 재테크에 흥미를 가진 분들이 모이는 곳입니다.",,,1,2632,자독 모임은 재테크에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,9,2
308,39:58.0,52:10.0,여행어때?,여행어때?는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,8978,여행어때? 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,8
309,46:04.0,43:35.0,민트원터클럽,운동·액티비티을(를) 좋아하는 사람들이 모인 민트원터클럽에 오신 것을 환영합니다.,,,1,9323,민트원터클럽 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,11
310,23:51.0,28:08.0,결,성장·자기개발을(를) 좋아하는 사람들이 모인 결에 오신 것을 환영합니다.,,,1,1099,결 모임은 성장·자기개발에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,6,8
311,16:24.0,53:31.0,한강유랑단,"이 모임, 한강유랑단는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4640,운동·액티비티을(를) 좋아하는 사람들과 함께하는 한강유랑단 모임입니다.,3,11
312,06:44.0,08:10.0,nao,nao는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,,,1,2772,nao 모임에서는 여행·동행에 관한 다양한 주제로 활동을 합니다.,5,7
313,47:38.0,12:33.0,Back2School,Back2School는 외국어 관련 다양한 활동을 함께하는 모임입니다.,,,1,2629,외국어을(를) 좋아하는 사람들과 함께하는 Back2School 모임입니다.,10,3
314,57:06.0,55:17.0,따독,따독는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,3865,따독 모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,5
315,28:05.0,56:03.0,전시회가 체질,전시회가 체질는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,7115,전시회가 체질 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,8
316,47:08.0,30:54.0,드로잉가든,"이 모임, 드로잉가든는 문화·예술에 흥미를 가진 분들이 모이는 곳입니다.",,,1,144,드로잉가든 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,15
317,29:47.0,53:15.0,독서모임,독서모임 는 성장·자기개발 관련 다양한 활동을 함께하는 모임입니다.,,,1,8864,독서모임  모임에서는 성장·자기개발에 관한 다양한 주제로 활동을 합니다.,6,10
318,03:08.0,22:19.0,아카이버 살롱,아카이버 살롱는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,2593,문화·예술을(를) 좋아하는 사람들과 함께하는 아카이버 살롱 모임입니다.,2,8
319,58:43.0,40:28.0,랠리TC,랠리TC는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,7991,운동·액티비티을(를) 좋아하는 사람들과 함께하는 랠리TC 모임입니다.,3,2
320,57:27.0,38:32.0,씨밀레: 영원한 친구,"이 모임, 씨밀레: 영원한 친구는 여행·동행에 흥미를 가진 분들이 모이는 곳입니다.",,,1,9214,여행·동행 관련 정보를 교환하고 함께 성장하는 씨밀레: 영원한 친구 모임입니다.,5,14
321,07:37.0,42:39.0,다솜주미,다솜주미는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,5288,다솜주미 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,5
322,55:34.0,15:35.0,인간의 사유,스터디을(를) 좋아하는 사람들이 모인 인간의 사유에 오신 것을 환영합니다.,,,1,5704,인간의 사유 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,11,14
323,15:28.0,13:32.0,사부작,사부작는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,7634,취미을(를) 좋아하는 사람들과 함께하는 사부작 모임입니다.,1,7
324,27:30.0,27:29.0,VIOLINPIANO,문화·예술을(를) 좋아하는 사람들이 모인 VIOLINPIANO에 오신 것을 환영합니다.,,,1,6286,문화·예술 관련 정보를 교환하고 함께 성장하는 VIOLINPIANO 모임입니다.,2,10
325,29:18.0,29:31.0,청춘민턴,청춘민턴는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,5836,운동·액티비티 관련 정보를 교환하고 함께 성장하는 청춘민턴 모임입니다.,3,6
326,23:10.0,18:33.0,걷기 모임,걷기 모임는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,1419,걷기 모임 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,15
327,01:34.0,13:53.0,리퀴드북,"이 모임, 리퀴드북는 성장·자기개발에 흥미를 가진 분들이 모이는 곳입니다.",,,1,515,성장·자기개발 관련 정보를 교환하고 함께 성장하는 리퀴드북 모임입니다.,6,12
328,10:37.0,42:52.0,딥앤리딩,딥앤리딩는 스터디을(를) 함께 즐기고 배우는 모임입니다.,,,1,5287,스터디 관련 정보를 교환하고 함께 성장하는 딥앤리딩 모임입니다.,11,6
329,41:25.0,15:05.0,1일 1작,1일 1작는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,1804,1일 1작 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,15
330,19:49.0,21:32.0,레디액션,레디액션는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,5581,운동·액티비티을(를) 좋아하는 사람들과 함께하는 레디액션 모임입니다.,3,14
331,49:07.0,37:27.0,디모,디모는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,7716,디모 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,13
332,21:00.0,36:34.0,러너술하이,러너술하이는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,5972,러너술하이 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,14
333,12:12.0,06:28.0,워라밸댄스,워라밸댄스는 문화·예술에 관심이 많은 분들을 위한 모임입니다.,,,1,8922,워라밸댄스 모임은 문화·예술에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,2,15
334,16:34.0,24:35.0,도전천권!,"이 모임, 도전천권!는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1418,도전천권! 모임은 스터디에 대한 열정을 가진 사람들이 모이는 곳입니다.,11,10
335,26:30.0,56:16.0,양재천 동네친구,"이 모임, 양재천 동네친구는 동네·또래에 흥미를 가진 분들이 모이는 곳입니다.",,,1,3190,동네·또래 관련 정보를 교환하고 함께 성장하는 양재천 동네친구 모임입니다.,7,1
336,27:29.0,29:36.0,RURC,"이 모임, RURC는 운동·액티비티에 흥미를 가진 분들이 모이는 곳입니다.",,,1,7699,RURC 모임에서는 운동·액티비티에 관한 다양한 주제로 활동을 합니다.,3,11
337,25:36.0,45:34.0,서울 역사 산책,취미을(를) 좋아하는 사람들이 모인 서울 역사 산책에 오신 것을 환영합니다.,,,1,2085,서울 역사 산책 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,3
338,23:21.0,27:14.0,분당독서모임,분당독서모임는 스터디에 관심이 많은 분들을 위한 모임입니다.,,,1,6248,스터디을(를) 좋아하는 사람들과 함께하는 분당독서모임 모임입니다.,11,14
339,47:15.0,12:41.0,라르크앙씨엘,라르크앙씨엘는 취미을(를) 함께 즐기고 배우는 모임입니다.,,,1,6045,취미 관련 정보를 교환하고 함께 성장하는 라르크앙씨엘 모임입니다.,1,5
340,12:13.0,39:15.0,#NAME?,"이 모임, +Stylish는 연애·소개팅에 흥미를 가진 분들이 모이는 곳입니다.",,,1,1513,#NAME?,8,4
341,16:43.0,24:05.0,우리는캠핑족,우리는캠핑족는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,3709,여행·동행 관련 정보를 교환하고 함께 성장하는 우리는캠핑족 모임입니다.,5,14
342,51:09.0,05:42.0,성남 배민,운동·액티비티을(를) 좋아하는 사람들이 모인 성남 배민에 오신 것을 환영합니다.,,,1,4961,운동·액티비티 관련 정보를 교환하고 함께 성장하는 성남 배민 모임입니다.,3,3
343,56:20.0,49:51.0,백미반상,백미반상는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,,,1,2201,푸드·드링크을(를) 좋아하는 사람들과 함께하는 백미반상 모임입니다.,4,12
344,25:00.0,02:52.0,Jun baking lab,Jun baking lab는 푸드·드링크 관련 다양한 활동을 함께하는 모임입니다.,,,1,192,푸드·드링크을(를) 좋아하는 사람들과 함께하는 Jun baking lab 모임입니다.,4,7
345,35:14.0,40:13.0,MY Bucket LIst,"이 모임, MY Bucket LIst는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,4281,취미 관련 정보를 교환하고 함께 성장하는 MY Bucket LIst 모임입니다.,1,12
346,30:44.0,28:57.0,아비앙또 플레르,"이 모임, 아비앙또 플레르는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,9181,취미을(를) 좋아하는 사람들과 함께하는 아비앙또 플레르 모임입니다.,1,7
347,01:28.0,38:51.0,보스,보스는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,6029,보스 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,15
348,37:58.0,12:10.0,스트로비,스트로비는 여행·동행에 관심이 많은 분들을 위한 모임입니다.,,,1,1943,스트로비 모임은 여행·동행에 대한 열정을 가진 사람들이 모이는 곳입니다.,5,11
349,53:37.0,30:09.0,생각공유,생각공유는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,189,성장·자기개발을(를) 좋아하는 사람들과 함께하는 생각공유 모임입니다.,6,13
350,21:00.0,58:08.0,노래를그리다,노래를그리다는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,1406,노래를그리다 모임은 취미에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,1,12
351,44:52.0,26:29.0,서울숲러닝크루 SFRC,운동·액티비티을(를) 좋아하는 사람들이 모인 서울숲러닝크루 SFRC에 오신 것을 환영합니다.,,,1,4804,서울숲러닝크루 SFRC 모임은 운동·액티비티에 대한 열정을 가진 사람들이 모이는 곳입니다.,3,11
352,16:05.0,58:31.0,쌀롱드문래,쌀롱드문래는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,,,1,6874,쌀롱드문래 모임은 연애·소개팅에 대한 열정을 가진 사람들이 모이는 곳입니다.,8,6
353,57:53.0,47:12.0,나에게 맞는 맞춤형 그림,"이 모임, 나에게 맞는 맞춤형 그림는 취미에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6746,취미을(를) 좋아하는 사람들과 함께하는 나에게 맞는 맞춤형 그림 모임입니다.,1,14
354,31:32.0,53:10.0,뉴씬 New Scene,취미을(를) 좋아하는 사람들이 모인 뉴씬 New Scene에 오신 것을 환영합니다.,,,1,163,취미을(를) 좋아하는 사람들과 함께하는 뉴씬 New Scene 모임입니다.,1,12
355,24:09.0,30:44.0,좋댓구,"이 모임, 좋댓구는 스터디에 흥미를 가진 분들이 모이는 곳입니다.",,,1,6479,스터디 관련 정보를 교환하고 함께 성장하는 좋댓구 모임입니다.,11,4
356,33:52.0,20:38.0,힐링 도자기,힐링 도자기는 취미에 관심이 많은 분들을 위한 모임입니다.,,,1,9886,힐링 도자기 모임에서는 취미에 관한 다양한 주제로 활동을 합니다.,1,9
357,04:32.0,26:51.0,달리고 먹고,달리고 먹고는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,455,달리고 먹고 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,3
358,47:52.0,18:00.0,꽃 피:움,꽃 피:움는 취미에 관심이 많은 분들을 위한 모임입니다.,,,1,6995,취미 관련 정보를 교환하고 함께 성장하는 꽃 피:움 모임입니다.,1,4
359,26:45.0,35:33.0,Growth Hacker Club,Growth Hacker Club는 스터디 관련 다양한 활동을 함께하는 모임입니다.,,,1,3853,Growth Hacker Club 모임에서는 스터디에 관한 다양한 주제로 활동을 합니다.,11,7
360,03:53.0,31:36.0,공감각 共感覺,취미을(를) 좋아하는 사람들이 모인 공감각 共感覺에 오신 것을 환영합니다.,,,1,2753,공감각 共感覺 모임은 취미에 대한 열정을 가진 사람들이 모이는 곳입니다.,1,4
361,35:33.0,17:04.0,RUNTIFUL 런티풀,RUNTIFUL 런티풀는 운동·액티비티 관련 다양한 활동을 함께하는 모임입니다.,,,1,5828,RUNTIFUL 런티풀 모임은 운동·액티비티에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,3,14
362,23:14.0,11:30.0,목요일의 잡화점,목요일의 잡화점는 성장·자기개발을(를) 함께 즐기고 배우는 모임입니다.,,,1,7326,목요일의 잡화점 모임은 성장·자기개발에 대한 열정을 가진 사람들이 모이는 곳입니다.,6,13
363,00:04.0,09:53.0,팀 세이프티,팀 세이프티는 여행·동행을(를) 함께 즐기고 배우는 모임입니다.,,,1,4804,팀 세이프티 모임은 여행·동행에 관심 있는 분들을 위한 다양한 프로그램을 제공합니다.,5,11
364,10:47.0,46:43.0,블렌드뮤직,블렌드뮤직는 취미 관련 다양한 활동을 함께하는 모임입니다.,,,1,5638,취미 관련 정보를 교환하고 함께 성장하는 블렌드뮤직 모임입니다.,1,4
365,00:13.0,17:50.0,lovers,lovers는 연애·소개팅에 관심이 많은 분들을 위한 모임입니다.,,,1,311,연애·소개팅 관련 정보를 교환하고 함께 성장하는 lovers 모임입니다.,8,11
366,01:38.0,52:42.0,하이턴,하이턴는 운동·액티비티을(를) 함께 즐기고 배우는 모임입니다.,,,1,9807,운동·액티비티 관련 정보를 교환하고 함께 성장하는 하이턴 모임입니다.,3,8
367,00:08.0,19:40.0,아트블라썸,문화·예술을(를) 좋아하는 사람들이 모인 아트블라썸에 오신 것을 환영합니다.,,,1,1506,아트블라썸 모임은 문화·예술에 대한 열정을 가진 사람들이 모이는 곳입니다.,2,10
368,11:25.0,44:55.0,FC UDT,FC UDT는 운동·액티비티에 관심이 많은 분들을 위한 모임입니다.,,,1,2853,운동·액티비티을(를) 좋아하는 사람들과 함께하는 FC UDT 모임입니다.,3,12
